o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
367586,8257,O,3538.80,1998-05-07,5-LOW,"Clerk#000000497",0, instructions after the slyly ironic re
367587,7960,F,173763.17,1992-08-01,5-LOW,"Clerk#000000580",0, warhorses sleep car
367588,2611,O,157493.94,1995-04-24,3-MEDIUM,"Clerk#000000347",0,totes. furiously even packages use carefully silent ideas.
367589,451,O,62850.82,1996-09-23,2-HIGH,"Clerk#000000118",0,ructions haggle carefully ironic dugouts. slyly ironic packages n
367590,6791,O,229078.72,1995-12-13,1-URGENT,"Clerk#000000306",0," are according to the express, even deposits. slyly even depos"
367591,8350,O,259134.24,1997-06-23,5-LOW,"Clerk#000000433",0,ructions nod carefully. carefully pending ideas haggle carefu
367616,14971,F,166683.99,1992-02-25,3-MEDIUM,"Clerk#000000364",0,luffily pending pains;
367617,9719,O,234358.68,1995-08-24,3-MEDIUM,"Clerk#000000035",0,ent ideas cajole blithely. even deposits are among the quickly unusua
367618,874,F,171290.59,1994-10-23,2-HIGH,"Clerk#000000171",0,ackages. furiously express water
367619,2122,O,35455.90,1998-02-16,2-HIGH,"Clerk#000000442",0,requests. furiously ironic packages boost around the carefully ironic
367620,2545,F,179025.91,1994-01-26,1-URGENT,"Clerk#000000463",0,ly around the carefully unus
367621,11309,O,143230.39,1997-05-02,1-URGENT,"Clerk#000000483",0," bold, silent instructions. a"
367622,4991,F,44266.86,1992-02-01,5-LOW,"Clerk#000000770",0,en pinto beans print afte
367623,1993,O,239556.22,1996-11-25,5-LOW,"Clerk#000000960",0, fluffily. final foxes must cajole slyly. pinto beans across the furiousl
367648,9223,F,151391.75,1992-10-30,1-URGENT,"Clerk#000000309",0,"s cajole pending, special accounts. slyly ev"
367649,14551,F,326906.35,1993-05-31,2-HIGH,"Clerk#000000728",0,carefully regular pear
367650,8258,O,173860.17,1996-03-17,3-MEDIUM,"Clerk#000000213",0,ter the quickly regular deposits. quickly fi
367651,14689,O,66378.02,1997-10-27,2-HIGH,"Clerk#000000932",0,as cajole accounts. quickly special requests play slyly. busily iron
367652,8002,O,337806.61,1995-11-20,4-NOT SPECIFIED,"Clerk#000000854",0,"ithely according to the special, bold dependencies."
367653,341,F,226342.27,1992-03-11,5-LOW,"Clerk#000000490",0,"kages wake slyly across the patterns. final, final requests detect blithe"
367654,11672,F,57313.62,1994-09-11,4-NOT SPECIFIED,"Clerk#000000119",0,ites are slyly across the furiously bold Tiresias. special packages 
367655,14626,F,121685.75,1994-12-01,4-NOT SPECIFIED,"Clerk#000000912",0,e quickly. furiously silent deposits
367680,14665,F,109022.31,1994-02-15,1-URGENT,"Clerk#000000015",0,rls. carefully unusual excuses cajole
367681,8161,O,133645.07,1995-07-25,1-URGENT,"Clerk#000000884",0,"requests after the fluffy, silent escapades promise "
367682,2116,F,200340.18,1992-10-23,2-HIGH,"Clerk#000000543",0,y bold accounts. slyly special forges cajole ironical
367683,4309,F,28237.78,1992-04-04,2-HIGH,"Clerk#000000578",0,uriously even instructions: blithe
367684,7060,O,188153.55,1997-05-08,1-URGENT,"Clerk#000000673",0, accounts around the special foxes sleep slowly blithe
367685,6487,F,326053.69,1993-10-26,5-LOW,"Clerk#000000114",0,y ironic deposits doze against the
367686,9787,F,80579.54,1994-08-07,4-NOT SPECIFIED,"Clerk#000000074",0,l attainments sleep furiously according to
367687,1375,F,50875.62,1992-05-30,5-LOW,"Clerk#000000988",0,snooze blithely alongside of the furio
367712,3385,O,45098.83,1995-07-06,5-LOW,"Clerk#000000471",0,s according to the final waters grow id
367713,8479,O,159228.61,1997-05-13,2-HIGH,"Clerk#000000940",0,"ar ideas sleep quickly theodolites. regular, unusual instru"
367714,5696,O,208097.59,1995-10-23,2-HIGH,"Clerk#000000470",0,"lyly requests. final, ironic pinto beans detect"
367715,2374,P,190848.63,1995-05-17,1-URGENT,"Clerk#000000192",0, fluffily among the furiously final instructions. ev
367716,1090,F,62294.91,1995-01-20,1-URGENT,"Clerk#000000131",0,yly ironic courts. bold foxes haggle acco
367717,9913,O,145426.76,1996-06-13,5-LOW,"Clerk#000000080",0,ss accounts until the regular accounts
367718,11638,O,153349.46,1997-04-21,4-NOT SPECIFIED,"Clerk#000000114",0,"leep furiously fluffily close platelets. bold, even pinto be"
367719,3439,F,218774.05,1992-04-22,2-HIGH,"Clerk#000000194",0,ges wake blithely above the furiously ironic depos
367744,3644,O,140784.58,1998-03-01,3-MEDIUM,"Clerk#000000429",0,"ptotes cajole final, regular pinto beans. final deposits above the slyly regul"
367745,3829,F,29515.35,1992-11-19,3-MEDIUM,"Clerk#000000355",0,ependencies wake atop
367746,11063,O,260540.35,1998-01-19,2-HIGH,"Clerk#000000272",0,ndencies would run furiously about th
367747,5527,F,171724.39,1993-05-19,2-HIGH,"Clerk#000000636",0,lly above the silent accounts. iron
367748,3064,O,165483.21,1998-06-27,5-LOW,"Clerk#000000236",0, accounts. regular theodolites nag fluffily. silent instructions could have to
367749,8698,F,6573.47,1993-01-02,2-HIGH,"Clerk#000000253",0,ns detect slyly. furiously even excuses d
367750,13981,O,115258.72,1995-06-24,1-URGENT,"Clerk#000000240",0,he slyly regular deposits s
367751,3397,O,98636.97,1996-03-03,4-NOT SPECIFIED,"Clerk#000000495",0,odolites according to the final hockey pl
367776,6421,O,125717.26,1998-06-04,4-NOT SPECIFIED,"Clerk#000000538",0,iresias are slyly. furiously pending as
367777,8308,F,109323.30,1992-09-12,2-HIGH,"Clerk#000000281",0,ctions. furiously close accounts nag aft
367778,640,O,92444.01,1997-02-18,2-HIGH,"Clerk#000000240",0,ccounts after the regular
367779,1333,O,89408.30,1998-07-17,5-LOW,"Clerk#000000205",0,eans use fluffily iro
367780,5137,O,239248.64,1997-12-07,2-HIGH,"Clerk#000000805",0,uickly even dependencies? furiously final deposits haggle against the pinto be
367781,5042,F,151910.84,1994-12-19,1-URGENT,"Clerk#000000981",0,ironic ideas use closely according to the furiously ironic packages
367782,11197,F,221554.72,1993-01-07,1-URGENT,"Clerk#000000068",0,he quickly regular foxes. furiously special requests haggle quickly. pendin
367783,7360,F,39045.94,1992-06-02,5-LOW,"Clerk#000000403",0,"carefully special requests. furious, final account"
367808,2221,O,104568.22,1996-05-08,5-LOW,"Clerk#000000466",0,fully regular requests
367809,1697,O,73570.28,1995-05-21,1-URGENT,"Clerk#000000900",0,wake fluffily bold dependen
367810,9193,O,161889.61,1995-08-05,1-URGENT,"Clerk#000000960",0,ously ironic requests. regular requests sleep furiously among the blith
367811,10075,O,80075.47,1997-03-24,1-URGENT,"Clerk#000000652",0,"ses. ironic, final platelets dazzle. even"
367812,10423,F,44747.61,1994-12-18,5-LOW,"Clerk#000000770",0,after the ruthlessly even instruc
367813,931,O,168052.17,1998-03-12,1-URGENT,"Clerk#000000017",0,"ose, bold theodolites; busy, final de"
367814,1883,O,156575.00,1996-10-11,5-LOW,"Clerk#000000952",0,nal dependencies boost quickly. requests haggle furiou
367815,7417,F,220705.85,1993-06-03,1-URGENT,"Clerk#000000396",0,"regular, even Tiresias bo"
367840,10994,F,90081.37,1994-02-06,5-LOW,"Clerk#000000472",0,nts haggle quickly. quickly special i
367841,11096,O,89868.28,1998-01-03,4-NOT SPECIFIED,"Clerk#000000554",0,"es. carefully even excuses sleep above the slyly enticing ideas. unusual, bol"
367842,3700,F,92323.48,1992-09-21,1-URGENT,"Clerk#000000761",0,ly final deposits are. blithely regular instructions haggle slyl
367843,1933,O,120403.47,1995-09-10,3-MEDIUM,"Clerk#000000886",0,would solve slyly express packages? fluffily ironic accounts sleep slyly. care
367844,12232,F,358781.60,1993-03-17,3-MEDIUM,"Clerk#000000127",0,ffily. regular packages use requests. furiously final waters haggle against
367845,4858,F,68156.20,1994-08-09,4-NOT SPECIFIED,"Clerk#000000780",0,furiously about the evenly unusual packages; theodolites wake qu
367846,2422,O,91168.35,1996-06-23,2-HIGH,"Clerk#000000004",0,r packages-- furiously final instructions use
367847,3233,O,102816.67,1997-06-03,5-LOW,"Clerk#000000135",0,ic deposits. silently final deposits
367872,7892,O,294744.10,1998-01-24,4-NOT SPECIFIED,"Clerk#000000532",0,the slyly unusual theodolites. accounts are carefully. evenly fl
367873,10597,F,182221.96,1993-07-12,1-URGENT,"Clerk#000000117",0,tect furiously across
367874,13306,O,88648.73,1996-08-09,1-URGENT,"Clerk#000000952",0,"gular asymptotes after the special, regular packages"
367875,12778,F,244070.66,1993-09-13,3-MEDIUM,"Clerk#000000602",0,s are along the silently ev
367876,4723,O,102888.73,1995-10-10,4-NOT SPECIFIED,"Clerk#000000571",0,e quickly furiously sly asymptotes. accounts alongside of t
367877,13651,F,76288.62,1994-03-07,4-NOT SPECIFIED,"Clerk#000000619",0,regular accounts are quietly. slyly final courts sleep sly
367878,14209,O,96251.32,1998-06-25,4-NOT SPECIFIED,"Clerk#000000251",0, furiously pending deposits are. deposits grow. quickly ironic do
367879,3181,F,60316.11,1993-10-04,1-URGENT,"Clerk#000000909",0,e furiously even deposits. blithely busy theodolites
367904,4733,F,198554.55,1992-05-10,4-NOT SPECIFIED,"Clerk#000000409",0,ecial dolphins haggle slyly. quickly i
367905,7840,F,286905.51,1993-04-30,3-MEDIUM,"Clerk#000000725",0,kages outside the furious
367906,6029,F,51923.33,1992-02-27,4-NOT SPECIFIED,"Clerk#000000974",0,"al packages. carefully even tithes cajole furiously along the even, reg"
367907,12496,O,92368.83,1996-07-31,3-MEDIUM,"Clerk#000000360",0,ular platelets nag slyl
367908,11923,O,205022.63,1997-08-11,1-URGENT,"Clerk#000000107",0,ages after the pinto beans 
367909,3328,O,190989.86,1995-12-15,1-URGENT,"Clerk#000000031",0, packages. slyly final platelets
367910,12796,O,133006.43,1996-03-30,5-LOW,"Clerk#000000754",0,st slyly above the express warhorses. quickly regular multipliers abov
367911,2462,F,250731.26,1993-10-22,5-LOW,"Clerk#000000233",0,its; carefully pending requests 
367936,7096,O,57469.64,1995-09-23,5-LOW,"Clerk#000000798",0, sleep final dinos. blithely ironic theodo
367937,6539,O,98268.05,1996-10-01,1-URGENT,"Clerk#000000001",0, boost ironic courts. regular requests haggle slyly final wart
367938,12376,O,87997.12,1997-10-08,4-NOT SPECIFIED,"Clerk#000000750",0,. enticingly regular 
367939,10676,F,87582.07,1994-07-25,4-NOT SPECIFIED,"Clerk#000000498",0,ins against the ironic packages haggle carefully ab
367940,4376,F,23195.01,1994-05-12,3-MEDIUM,"Clerk#000000675",0,ld asymptotes cajole blithe
367941,7603,F,140212.64,1992-07-01,1-URGENT,"Clerk#000000666",0,uickly final foxes hag
367942,8656,O,193543.34,1996-08-31,3-MEDIUM,"Clerk#000000762",0,es across the furious theodolit
367943,8269,O,167645.08,1995-06-25,3-MEDIUM,"Clerk#000000125",0,usly bold accounts. furiously ironic pinto beans
367968,2125,F,189174.27,1993-12-31,4-NOT SPECIFIED,"Clerk#000000210",0,lites. slyly even mul
367969,3772,F,232660.05,1993-06-01,5-LOW,"Clerk#000000119",0,counts. carefully silent accounts print alongside o
367970,1030,F,94366.36,1993-05-30,1-URGENT,"Clerk#000000277",0,s use carefully final packages. furiously special packages haggle bli
367971,12895,F,277172.29,1992-02-04,4-NOT SPECIFIED,"Clerk#000000524",0,", even deposits. even pains haggle bold epita"
367972,14779,F,289729.46,1993-03-08,3-MEDIUM,"Clerk#000000142",0,"nag fluffily final instructions. regular, regula"
367973,11482,F,193379.93,1993-07-09,5-LOW,"Clerk#000000015",0,pinto beans cajole carefully final platelets; silently regular
367974,8273,F,133321.58,1995-01-29,4-NOT SPECIFIED,"Clerk#000000931",0,theodolites. ironic requests are f
367975,7688,F,118959.26,1992-08-23,1-URGENT,"Clerk#000000784",0,al pains. slyly special patterns was. excuses sleep alon
368000,5276,F,191217.98,1992-08-10,5-LOW,"Clerk#000000729",0,"ions. carefully final dependencies wake regular, regular warthog"
368001,11039,F,221856.25,1992-11-01,4-NOT SPECIFIED,"Clerk#000000436",0,usly express theodolites are c
368002,3037,F,223411.16,1994-08-08,5-LOW,"Clerk#000000741",0,"efully special accounts. bold accounts above the even, special packages"
368003,1468,O,164379.14,1998-04-02,2-HIGH,"Clerk#000000781",0,ending accounts haggle slyly about the 
368004,11533,F,105930.85,1992-01-01,2-HIGH,"Clerk#000000645",0,ts haggle blithely. ironic excuses after the furiously ironic packages 
368005,6325,O,198511.03,1995-07-18,2-HIGH,"Clerk#000000324",0,express packages play fu
368006,11920,F,227196.40,1992-07-23,4-NOT SPECIFIED,"Clerk#000000771",0,arefully regular deposits integrate fluffily furiously even acc
368007,643,O,95392.68,1998-07-19,1-URGENT,"Clerk#000000045",0,across the requests.
368032,8971,O,243523.91,1995-11-27,4-NOT SPECIFIED,"Clerk#000000250",0,ly regular asymptotes
368033,8237,F,128533.77,1992-07-11,1-URGENT,"Clerk#000000389",0, of the tithes. reg
368034,2482,F,68197.52,1992-08-02,2-HIGH,"Clerk#000000353",0,kly according to the blith
368035,14737,F,93830.87,1993-03-13,1-URGENT,"Clerk#000000304",0, according to the packages? slyly even deposits around the furiously regula
368036,3907,F,115574.85,1992-04-05,3-MEDIUM,"Clerk#000000686",0,special requests. furiousl
368037,4946,O,18943.26,1995-05-25,3-MEDIUM,"Clerk#000000723",0,nd the slyly final requests mold slowly packages. blithely thin account
368038,7205,O,191120.27,1996-10-31,2-HIGH,"Clerk#000000568",0,ully special platelets above the fluffily pendin
368039,5170,O,197623.13,1995-10-15,3-MEDIUM,"Clerk#000000718",0,y even deposits. sl
368064,1901,O,162895.88,1996-01-01,4-NOT SPECIFIED,"Clerk#000000611",0, even attainments are slyly. slyly final packages according to the accounts
368065,2368,F,80979.18,1992-01-19,4-NOT SPECIFIED,"Clerk#000000278",0," requests. bold, regular theodolites nag furiously iro"
368066,11543,F,285989.44,1993-09-23,3-MEDIUM,"Clerk#000000590",0, final theodolites de
368067,9311,F,162332.13,1992-05-16,3-MEDIUM,"Clerk#000000704",0,ckly final requests wake. f
368068,14717,O,25056.87,1996-12-04,4-NOT SPECIFIED,"Clerk#000001000",0,eodolites haggle furiously slyly unusual packages. furiously regula
368069,13558,F,70430.12,1994-11-21,3-MEDIUM,"Clerk#000000404",0,e carefully across the quietly silent accounts. ironic ideas
368070,5338,F,31035.31,1995-01-29,4-NOT SPECIFIED,"Clerk#000000230",0,usly ironic requests are carefully special accounts;
368071,13486,F,319433.77,1994-09-30,3-MEDIUM,"Clerk#000000220",0,ular pinto beans boost furiously above the 
368096,8572,O,32877.48,1995-10-09,3-MEDIUM,"Clerk#000000257",0,"usly among the final,"
368097,3382,O,89662.68,1995-12-14,1-URGENT,"Clerk#000000668",0,ffily carefully ruthless requests. theodolites haggle slyly above the 
368098,3530,O,221491.58,1998-06-02,2-HIGH,"Clerk#000000999",0,ording to the quickly pending platelets
368099,2783,O,193987.61,1995-07-27,1-URGENT,"Clerk#000000870",0,ests. ironic warthogs accor
368100,2806,O,298970.18,1997-02-11,4-NOT SPECIFIED,"Clerk#000000370",0,op the silent instructions. furiously even ins
368101,8287,F,285365.04,1992-07-03,4-NOT SPECIFIED,"Clerk#000000999",0,g the regular instructions. blithely stealthy reque
368102,3839,O,179153.97,1996-01-09,4-NOT SPECIFIED,"Clerk#000000182",0,s would cajole furiously quick packages. silent
368103,14539,F,281241.84,1992-10-05,4-NOT SPECIFIED,"Clerk#000000592",0,. quickly express de
368128,13589,O,169802.84,1996-06-12,2-HIGH,"Clerk#000000712",0,egular deposits nod unusual foxes. fluffily fi
368129,2702,O,281976.12,1996-02-12,5-LOW,"Clerk#000000481",0,ptotes. slyly regular dependencies mold about the final ideas. quickly even
368130,10160,P,141672.63,1995-04-18,4-NOT SPECIFIED,"Clerk#000000286",0,pecial instructions haggle pac
368131,12875,F,218447.19,1994-03-03,5-LOW,"Clerk#000000096",0,y ironic packages are slyly final pac
368132,9742,F,108938.98,1993-04-23,4-NOT SPECIFIED,"Clerk#000000049",0, instructions. ironically unusual instructions promise silently. slyly quiet 
368133,5881,O,130289.67,1996-01-12,3-MEDIUM,"Clerk#000000751",0,s. carefully regular asymptote
368134,10550,F,199051.18,1994-01-25,2-HIGH,"Clerk#000000499",0,"r accounts are furiously. carefully express ideas cajole slyly. ironic, sp"
368135,10666,O,73731.71,1996-02-10,2-HIGH,"Clerk#000000307",0,"ess deposits are special, regul"
368160,8059,F,81704.09,1994-07-16,5-LOW,"Clerk#000000388",0,carefully ironic dolphins sleep
368161,1372,F,335219.18,1992-03-12,1-URGENT,"Clerk#000000176",0,lithe foxes x-ray slyly. ironic accounts wake according to the slyly final p
368162,5531,O,190090.69,1996-12-14,2-HIGH,"Clerk#000000457",0, to the furiously ironic theodolites? pen
368163,4042,O,125503.22,1997-03-04,5-LOW,"Clerk#000000098",0,kly close packages. s
368164,1490,O,287003.44,1995-12-23,2-HIGH,"Clerk#000000101",0,otes. blithely silent foxes sleep
368165,3118,F,85109.26,1992-10-31,4-NOT SPECIFIED,"Clerk#000000006",0,special instructions cajole. furiously regular accounts amo
368166,7636,F,42677.47,1992-05-22,5-LOW,"Clerk#000000581",0, regular accounts a
368167,6745,F,167981.90,1993-03-07,2-HIGH,"Clerk#000000926",0,olites. quickly pending accounts according to the unusu
368192,5657,F,82953.37,1993-03-31,2-HIGH,"Clerk#000000543",0,s x-ray carefully. slyly final 
368193,6184,F,266805.94,1992-08-02,4-NOT SPECIFIED,"Clerk#000000312",0, are. quickly express accounts affix carefully. enticingly expr
368194,10370,O,14051.63,1996-09-07,3-MEDIUM,"Clerk#000000094",0,und the carefully bold theodolit
368195,5024,O,116184.07,1996-06-13,2-HIGH,"Clerk#000000731",0,regular foxes nod at t
368196,6718,F,275163.82,1994-01-04,1-URGENT,"Clerk#000000709",0,"theodolites wake pending, pending instructions. da"
368197,871,O,58745.55,1996-12-18,1-URGENT,"Clerk#000000551",0, platelets. carefully pending deposits cajole caref
368198,12083,O,106954.80,1997-04-15,1-URGENT,"Clerk#000000917",0,ly even accounts. furiously ironic deposits are even excuse
368199,8731,O,143855.95,1996-08-10,2-HIGH,"Clerk#000000709",0,instructions. slyly regular ideas wake carefully 
368224,3784,F,167671.21,1994-03-02,5-LOW,"Clerk#000000496",0,t instructions integrate furiously a
368225,1349,F,271586.56,1994-02-14,4-NOT SPECIFIED,"Clerk#000000395",0,iously final escapades affix among the carefully unusual 
